Gene	Gene name	Reliability	Enhanced	Supported	Approved	Uncertain	Single-cell variation intensity	Single-cell variation spatial	Cell cycle dependency	GO id
ENSG00000013588	GPRC5A	Enhanced	Plasma membrane;Vesicles							Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000013619	MAMLD1	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000013810	TACC3	Enhanced	Mitotic spindle	Centrosome;Cytosol;Microtubule organizing center	Vesicles		Cytosol		Mitotic spindle (biological definition);N/A (custom data)	Centrosome (GO:0005813);Cytosol (GO:0005829);Microtubule organizing center (GO:0005815);Mitotic spindle (GO:0072686);Vesicles (GO:0043231)
ENSG00000014123	UFL1	Supported		Endoplasmic reticulum						Endoplasmic reticulum (GO:0005783)
ENSG00000014138	POLA2	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000014164	ZC3H3	Uncertain				Golgi apparatus;Nucleoplasm				Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000014216	CAPN1	Supported		Cytosol						Cytosol (GO:0005829)
ENSG00000014641	MDH1	Supported		Cytosol	Centrosome					Centrosome (GO:0005813);Cytosol (GO:0005829)
ENSG00000014914	MTMR11	Approved			Centrosome					Centrosome (GO:0005813)
ENSG00000014919	COX15	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000015133	CCDC88C	Approved			Nucleoli fibrillar center;Nucleus					Nucleoli fibrillar center (GO:0001650);Nucleus (GO:0005634)
ENSG00000015153	YAF2	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000015171	ZMYND11	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000015413	DPEP1	Approved		Cell Junctions		Nucleus				Cell Junctions (GO:0030054);Nucleus (GO:0005634)
ENSG00000015475	BID	Supported		Cytosol						Cytosol (GO:0005829)
ENSG00000015532	XYLT2	Approved			Cytosol;Nuclear bodies					Cytosol (GO:0005829);Nuclear bodies (GO:0016604)
ENSG00000015568	RGPD5	Uncertain				Nuclear membrane;Vesicles				Nuclear membrane (GO:0031965);Vesicles (GO:0043231)
ENSG00000015592	STMN4	Uncertain				Golgi apparatus;Vesicles				Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
ENSG00000015676	NUDCD3	Approved			Cytosol;Nucleus;Plasma membrane					Cytosol (GO:0005829);Nucleus (GO:0005634);Plasma membrane (GO:0005886)
ENSG00000016082	ISL1	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000016402	IL20RA	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000016864	GLT8D1	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000017260	ATP2C1	Enhanced		Golgi apparatus						Golgi apparatus (GO:0005794)
ENSG00000017483	SLC38A5	Approved			Cytosol;Plasma membrane;Vesicles		Vesicles			Cytosol (GO:0005829);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000017797	RALBP1	Approved			Cytosol;Nuclear membrane;Vesicles					Cytosol (GO:0005829);Nuclear membrane (GO:0031965);Vesicles (GO:0043231)
ENSG00000018189	RUFY3	Supported		Cytosol						Cytosol (GO:0005829)
ENSG00000018408	WWTR1	Enhanced	Cytosol;Nucleoplasm	Nuclear bodies						Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000018510	AGPS	Enhanced	Peroxisomes							Peroxisomes (GO:0005777)
ENSG00000018610	CXorf56	Approved			Centrosome;Nucleus					Centrosome (GO:0005813);Nucleus (GO:0005634)
ENSG00000018699	TTC27	Approved			Mitochondria;Nucleoli		Mitochondria			Mitochondria (GO:0005739);Nucleoli (GO:0005730)
ENSG00000018869	ZNF582	Approved			Cytosol;Nucleoplasm		Cytosol			Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000019102	VSIG2	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000019144	PHLDB1	Approved			Nucleoplasm		Nucleoplasm		Nucleoplasm (correlation)	Nucleoplasm (GO:0005654)
ENSG00000019169	MARCO	Approved			Golgi apparatus;Vesicles					Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
ENSG00000019186	CYP24A1	Supported	Mitochondria		Nucleoplasm	Plasma membrane	Mitochondria			Mitochondria (GO:0005739);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000019505	SYT13	Supported		Vesicles						Vesicles (GO:0043231)
ENSG00000019549	SNAI2	Approved			Nucleus					Nucleus (GO:0005634)
ENSG00000019582	CD74	Supported		Golgi apparatus			Golgi apparatus			Golgi apparatus (GO:0005794)
ENSG00000019991	HGF	Approved			Centrosome;Cytosol					Centrosome (GO:0005813);Cytosol (GO:0005829)
ENSG00000019995	ZRANB1	Supported		Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000020129	NCDN	Supported		Cytosol						Cytosol (GO:0005829)
ENSG00000020256	ZFP64	Approved			Nucleus					Nucleus (GO:0005634)
ENSG00000020426	MNAT1	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000020577	SAMD4A	Approved		Cytosol	Cell Junctions					Cell Junctions (GO:0030054);Cytosol (GO:0005829)
ENSG00000020633	RUNX3	Supported		Cytosol;Nucleus						Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000020922	MRE11	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000021355	SERPINB1	Supported		Cytoplasmic bodies						Cytoplasmic bodies (GO:0036464)
ENSG00000021461	CYP3A43	Uncertain				Cytosol				Cytosol (GO:0005829)
ENSG00000021574	SPAST	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000021762	OSBPL5	Enhanced	Vesicles							Vesicles (GO:0043231)
ENSG00000021776	AQR	Enhanced	Nucleoplasm				Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000021826	CPS1	Approved			Nucleoli					Nucleoli (GO:0005730)
ENSG00000022267	FHL1	Supported		Cytosol	Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000022277	RTFDC1	Approved			Nucleoli;Nucleus					Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000022556	NLRP2	Supported		Cytosol	Golgi apparatus;Vesicles					Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
ENSG00000022567	SLC45A4	Approved			Plasma membrane					Plasma membrane (GO:0005886)
ENSG00000022840	RNF10	Approved			Mitochondria;Nucleoplasm		Mitochondria			Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000022976	ZNF839	Approved			Nucleoplasm;Plasma membrane					Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000023171	GRAMD1B	Approved			Intermediate filaments;Nucleoli;Nucleus		Intermediate filaments			Intermediate filaments (GO:0045111);Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000023191	RNH1	Enhanced	Cytosol	Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000023228	NDUFS1	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000023287	RB1CC1	Supported		Cytosol	Nuclear membrane					Cytosol (GO:0005829);Nuclear membrane (GO:0031965)
ENSG00000023330	ALAS1	Enhanced	Mitochondria	Nucleoplasm						Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000023445	BIRC3	Supported		Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000023516	AKAP11	Approved			Cytosol;Nucleoli;Plasma membrane					Cytosol (GO:0005829);Nucleoli (GO:0005730);Plasma membrane (GO:0005886)
ENSG00000023572	GLRX2	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000023608	SNAPC1	Supported		Nucleoli;Nucleus			Nucleus			Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000023697	DERA	Supported		Nucleus						Nucleus (GO:0005634)
ENSG00000023734	STRAP	Enhanced	Cytosol	Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000023892	DEF6	Enhanced	Nucleoplasm				Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000023902	PLEKHO1	Supported		Mitochondria			Mitochondria			Mitochondria (GO:0005739)
ENSG00000023909	GCLM	Approved			Cytosol;Nucleoplasm;Plasma membrane					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000024048	UBR2	Approved			Nucleoplasm;Plasma membrane					Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000024422	EHD2	Supported		Plasma membrane						Plasma membrane (GO:0005886)
ENSG00000024526	DEPDC1	Supported		Nucleoli fibrillar center;Nucleus						Nucleoli fibrillar center (GO:0001650);Nucleus (GO:0005634)
ENSG00000024862	CCDC28A	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000025039	RRAGD	Approved			Centrosome;Nucleoplasm					Centrosome (GO:0005813);Nucleoplasm (GO:0005654)
ENSG00000025156	HSF2	Supported		Nucleoplasm			Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000025293	PHF20	Supported	Nucleoplasm	Nuclear membrane		Cytosol				Cytosol (GO:0005829);Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654)
ENSG00000025423	HSD17B6	Approved			Vesicles	Nucleus				Nucleus (GO:0005634);Vesicles (GO:0043231)
ENSG00000025708	TYMP	Approved			Golgi apparatus;Nuclear bodies					Golgi apparatus (GO:0005794);Nuclear bodies (GO:0016604)
ENSG00000025770	NCAPH2	Enhanced	Nucleoplasm	Cytokinetic bridge			Cytokinetic bridge		Cytokinetic bridge (biological definition)	Cytokinetic bridge (GO:0045171);Nucleoplasm (GO:0005654)
ENSG00000025772	TOMM34	Enhanced	Cytosol							Cytosol (GO:0005829)
ENSG00000025796	SEC63	Supported		Endoplasmic reticulum						Endoplasmic reticulum (GO:0005783)
ENSG00000025800	KPNA6	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000026025	VIM	Approved			Intermediate filaments					Intermediate filaments (GO:0045111)
ENSG00000026103	FAS	Approved		Plasma membrane	Cytosol					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000026508	CD44	Enhanced	Golgi apparatus;Plasma membrane				Golgi apparatus			Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886)
ENSG00000026559	KCNG1	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000026652	AGPAT4	Approved			Golgi apparatus;Nucleoli;Vesicles					Golgi apparatus (GO:0005794);Nucleoli (GO:0005730);Vesicles (GO:0043231)
ENSG00000026751	SLAMF7	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000026950	BTN3A1	Uncertain				Vesicles				Vesicles (GO:0043231)
ENSG00000027001	MIPEP	Enhanced	Mitochondria				Mitochondria			Mitochondria (GO:0005739)
ENSG00000027075	PRKCH	Approved			Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000028116	VRK2	Supported		Endoplasmic reticulum						Endoplasmic reticulum (GO:0005783)
ENSG00000028203	VEZT	Supported		Nucleoplasm	Cytosol					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000028277	POU2F2	Enhanced	Nucleoplasm;Vesicles							Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000028310	BRD9	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000028528	SNX1	Enhanced	Endosomes	Lysosomes						Endosomes (GO:0005768);Lysosomes (GO:0005764)
ENSG00000028839	TBPL1	Enhanced	Nucleoplasm		Nucleoli					Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000029153	ARNTL2	Enhanced	Nucleoli;Nucleus				Nucleoli;Nucleus			Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000029363	BCLAF1	Enhanced	Nuclear speckles							Nuclear speckles (GO:0016607)
ENSG00000029364	SLC39A9	Approved			Endoplasmic reticulum					Endoplasmic reticulum (GO:0005783)
ENSG00000029725	RABEP1	Enhanced	Vesicles							Vesicles (GO:0043231)
ENSG00000029993	HMGB3	Approved			Nucleoli;Nucleus					Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000030419	IKZF2	Approved			Cytosol;Nuclear bodies;Nucleoplasm					Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000030582	GRN	Enhanced	Endoplasmic reticulum;Endosomes;Lysosomes							Endoplasmic reticulum (GO:0005783);Endosomes (GO:0005768);Lysosomes (GO:0005764)
ENSG00000031003	FAM13B	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000031691	CENPQ	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000031698	SARS	Enhanced	Cytosol							Cytosol (GO:0005829)
ENSG00000031823	RANBP3	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000032219	ARID4A	Supported		Nucleoplasm	Cytosol;Plasma membrane					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000032389	TSSC1	Supported		Nucleoli;Nucleus	Intermediate filaments					Intermediate filaments (GO:0045111);Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000033011	ALG1	Approved			Endoplasmic reticulum;Nucleoli fibrillar center					Endoplasmic reticulum (GO:0005783);Nucleoli fibrillar center (GO:0001650)
ENSG00000033030	ZCCHC8	Enhanced	Nucleoplasm		Nuclear bodies					Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000033050	ABCF2	Supported		Cytosol						Cytosol (GO:0005829)
ENSG00000033100	CHPF2	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000033170	FUT8	Enhanced	Cytosol;Golgi apparatus							Cytosol (GO:0005829);Golgi apparatus (GO:0005794)
ENSG00000033178	UBA6	Enhanced	Cytosol;Nucleoplasm							Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000033327	GAB2	Supported		Plasma membrane						Plasma membrane (GO:0005886)
ENSG00000033627	ATP6V0A1	Approved		Vesicles	Golgi apparatus	Cytosol;Nuclear speckles				Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nuclear speckles (GO:0016607);Vesicles (GO:0043231)
ENSG00000033800	PIAS1	Approved			Microtubules					Microtubules (GO:0015630)
ENSG00000033867	SLC4A7	Supported		Focal adhesion sites;Plasma membrane	Cytosol					Cytosol (GO:0005829);Focal adhesion sites (GO:0005925);Plasma membrane (GO:0005886)
ENSG00000034152	MAP2K3	Supported		Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000034239	EFCAB1	Approved			Nucleoplasm;Plasma membrane					Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000034533	ASTE1	Approved			Endoplasmic reticulum					Endoplasmic reticulum (GO:0005783)
ENSG00000034693	PEX3	Supported		Peroxisomes	Nucleoplasm					Nucleoplasm (GO:0005654);Peroxisomes (GO:0005777)
ENSG00000034713	GABARAPL2	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000035115	SH3YL1	Approved			Nucleus					Nucleus (GO:0005634)
ENSG00000035141	FAM136A	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000035403	VCL	Enhanced	Focal adhesion sites							Focal adhesion sites (GO:0005925)
ENSG00000035499	DEPDC1B	Approved			Cytosol;Golgi apparatus;Nucleoplasm					Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000035664	DAPK2	Supported		Vesicles	Golgi apparatus					Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
ENSG00000035681	NSMAF	Approved			Nucleoli					Nucleoli (GO:0005730)
ENSG00000035687	ADSS	Supported		Cytosol	Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000035720	STAP1	Uncertain				Nucleoplasm;Vesicles				Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000035928	RFC1	Enhanced	Nucleus							Nucleus (GO:0005634)
ENSG00000036054	TBC1D23	Enhanced	Golgi apparatus							Golgi apparatus (GO:0005794)
ENSG00000036448	MYOM2	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000036473	OTC	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000036549	ZZZ3	Approved			Nucleoli;Nucleus		Nucleoli			Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000036672	USP2	Supported		Cytosol	Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000037042	TUBG2	Supported		Microtubule organizing center			Microtubule organizing center			Microtubule organizing center (GO:0005815)
ENSG00000037241	RPL26L1	Supported		Cytosol;Endoplasmic reticulum;Nucleoli						Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783);Nucleoli (GO:0005730)
ENSG00000037280	FLT4	Enhanced	Nuclear speckles;Plasma membrane	Cell Junctions						Cell Junctions (GO:0030054);Nuclear speckles (GO:0016607);Plasma membrane (GO:0005886)
ENSG00000037474	NSUN2	Supported		Nucleus						Nucleus (GO:0005634)
ENSG00000037637	FBXO42	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000037749	MFAP3	Approved			Golgi apparatus;Nucleoplasm					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000037757	MRI1	Supported		Cytosol;Nucleoli fibrillar center;Nucleoplasm			Nucleoli fibrillar center			Cytosol (GO:0005829);Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654)
ENSG00000037897	METTL1	Enhanced	Nucleus							Nucleus (GO:0005634)
ENSG00000037965	HOXC8	Approved			Microtubules;Nucleoplasm					Microtubules (GO:0015630);Nucleoplasm (GO:0005654)
ENSG00000038210	PI4K2B	Supported		Cytosol						Cytosol (GO:0005829)
ENSG00000038219	BOD1L1	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000038295	TLL1	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000038358	EDC4	Enhanced	Cytoplasmic bodies	Nucleoplasm						Cytoplasmic bodies (GO:0036464);Nucleoplasm (GO:0005654)
ENSG00000038382	TRIO	Approved			Cytosol;Vesicles		Cytosol			Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000038427	VCAN	Supported		Vesicles			Vesicles			Vesicles (GO:0043231)
ENSG00000038532	CLEC16A	Approved			Nucleus;Vesicles					Nucleus (GO:0005634);Vesicles (GO:0043231)
ENSG00000039068	CDH1	Supported		Cell Junctions;Golgi apparatus;Plasma membrane			Plasma membrane			Cell Junctions (GO:0030054);Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886)
ENSG00000039123	SKIV2L2	Supported		Nucleus						Nucleus (GO:0005634)
ENSG00000039319	ZFYVE16	Enhanced	Cytosol;Vesicles				Cytosol			Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000039523	FAM65A	Approved			Cytosol;Golgi apparatus					Cytosol (GO:0005829);Golgi apparatus (GO:0005794)
ENSG00000039560	RAI14	Supported		Nucleus	Actin filaments	Cytosol				Actin filaments (GO:0015629);Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000039650	PNKP	Supported		Nucleoli;Nucleus						Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000040199	PHLPP2	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000040275	SPDL1	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000040341	STAU2	Supported		Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000040487	PQLC2	Enhanced	Vesicles							Vesicles (GO:0043231)
ENSG00000040531	CTNS	Supported		Vesicles	Intermediate filaments					Intermediate filaments (GO:0045111);Vesicles (GO:0043231)
ENSG00000040608	RTN4R	Supported		Plasma membrane	Actin filaments;Focal adhesion sites					Actin filaments (GO:0015629);Focal adhesion sites (GO:0005925);Plasma membrane (GO:0005886)
ENSG00000040633	PHF23	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000040933	INPP4A	Approved			Nuclear membrane;Nucleus					Nuclear membrane (GO:0031965);Nucleus (GO:0005634)
ENSG00000041353	RAB27B	Uncertain				Cytosol;Golgi apparatus;Plasma membrane				Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886)
ENSG00000041357	PSMA4	Enhanced		Cytosol;Nucleus	Vesicles			Cytosol;Nucleus;Vesicles		Cytosol (GO:0005829);Nucleus (GO:0005634);Vesicles (GO:0043231)
ENSG00000041515	MYO16	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000041802	LSG1	Supported		Cytosol;Nuclear bodies;Nucleus			Nuclear bodies			Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleus (GO:0005634)
ENSG00000041988	THAP3	Approved			Nucleus					Nucleus (GO:0005634)
ENSG00000042062	FAM65C	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000042088	TDP1	Supported		Nucleus	Plasma membrane		Nucleus;Plasma membrane			Nucleus (GO:0005634);Plasma membrane (GO:0005886)
ENSG00000042286	AIFM2	Approved			Cytosol		Cytosol			Cytosol (GO:0005829)
ENSG00000042317	SPATA7	Approved			Cytosol;Mitochondria;Nucleoplasm					Cytosol (GO:0005829);Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000042429	MED17	Approved			Nucleoplasm;Vesicles					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000042445	RETSAT	Approved			Nucleoli					Nucleoli (GO:0005730)
ENSG00000042493	CAPG	Enhanced	Nucleus				Nucleus			Nucleus (GO:0005634)
ENSG00000042980	ADAM28	Approved		Plasma membrane	Mitochondria					Mitochondria (GO:0005739);Plasma membrane (GO:0005886)
ENSG00000043039	BARX2	Supported		Nucleoplasm	Cytosol					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000043093	DCUN1D1	Approved			Cytosol;Nucleus					Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000043143	JADE2	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000043355	ZIC2	Supported		Nuclear bodies						Nuclear bodies (GO:0016604)
ENSG00000043514	TRIT1	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000044115	CTNNA1	Enhanced	Cell Junctions;Plasma membrane							Cell Junctions (GO:0030054);Plasma membrane (GO:0005886)
ENSG00000044446	PHKA2	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000044459	CNTLN	Approved		Centrosome		Cytosol;Nucleoplasm				Centrosome (GO:0005813);Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000044524	EPHA3	Uncertain				Cytosol;Golgi apparatus;Nucleoplasm				Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000044574	HSPA5	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000046604	DSG2	Enhanced	Cell Junctions	Plasma membrane						Cell Junctions (GO:0030054);Plasma membrane (GO:0005886)
ENSG00000046647	GEMIN8	Supported		Cytosol	Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000046651	OFD1	Supported		Microtubules						Microtubules (GO:0015630)
ENSG00000046774	MAGEC2	Supported		Cytosol;Nucleus	Nucleoli		Nucleoli;Nucleus			Cytosol (GO:0005829);Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000046889	PREX2	Approved			Endoplasmic reticulum					Endoplasmic reticulum (GO:0005783)
ENSG00000047056	WDR37	Uncertain				Centrosome;Cytosol;Intermediate filaments	Intermediate filaments			Centrosome (GO:0005813);Cytosol (GO:0005829);Intermediate filaments (GO:0045111)
